question,sql
Find the number of professors in accounting department.,SELECT COUNT(*) FROM `PROFESSOR` AS `t1` JOIN `DEPARTMENT` AS `t2` ON `t1`.`dept_code` = `t2`.`dept_code` WHERE `DEPT_NAME` = 'Accounting'
How many professors are in the accounting dept?,SELECT COUNT(*) FROM `PROFESSOR` AS `t1` JOIN `DEPARTMENT` AS `t2` ON `t1`.`dept_code` = `t2`.`dept_code` WHERE `DEPT_NAME` = 'Accounting'
How many professors are teaching class with code ACCT-211?,SELECT COUNT(DISTINCT `PROF_NUM`) FROM `CLASS` WHERE `CRS_CODE` = 'ACCT-211'
How many professors teach a class with the code ACCT-211?,SELECT COUNT(DISTINCT `PROF_NUM`) FROM `CLASS` WHERE `CRS_CODE` = 'ACCT-211'
What is the first and last name of the professor in biology department?,"SELECT `t3`.`EMP_FNAME`, `t3`.`EMP_LNAME` FROM `PROFESSOR` AS `t1` JOIN `DEPARTMENT` AS `t2` ON `t1`.`dept_code` = `t2`.`dept_code` JOIN `EMPLOYEE` AS `t3` ON `t1`.`EMP_NUM` = `t3`.`EMP_NUM` WHERE `DEPT_NAME` = 'Biology'"
What are the first and last name of all biology professors?,"SELECT `t3`.`EMP_FNAME`, `t3`.`EMP_LNAME` FROM `PROFESSOR` AS `t1` JOIN `DEPARTMENT` AS `t2` ON `t1`.`dept_code` = `t2`.`dept_code` JOIN `EMPLOYEE` AS `t3` ON `t1`.`EMP_NUM` = `t3`.`EMP_NUM` WHERE `DEPT_NAME` = 'Biology'"
What are the first names and date of birth of professors teaching course ACCT-211?,"SELECT DISTINCT `t1`.`EMP_FNAME`, `t1`.`EMP_DOB` FROM `EMPLOYEE` AS `t1` JOIN `CLASS` AS `t2` ON `t1`.`EMP_NUM` = `t2`.`PROF_NUM` WHERE `CRS_CODE` = 'ACCT-211'"
What are the first names and birthdates of the professors in charge of ACCT-211?,"SELECT DISTINCT `t1`.`EMP_FNAME`, `t1`.`EMP_DOB` FROM `EMPLOYEE` AS `t1` JOIN `CLASS` AS `t2` ON `t1`.`EMP_NUM` = `t2`.`PROF_NUM` WHERE `CRS_CODE` = 'ACCT-211'"
How many classes are professor whose last name is Graztevski has?,SELECT COUNT(*) FROM `EMPLOYEE` AS `t1` JOIN `CLASS` AS `t2` ON `t1`.`EMP_NUM` = `t2`.`PROF_NUM` WHERE `t1`.`EMP_LNAME` = 'Graztevski'
How many classes does the professor whose last name is Graztevski teach?,SELECT COUNT(*) FROM `EMPLOYEE` AS `t1` JOIN `CLASS` AS `t2` ON `t1`.`EMP_NUM` = `t2`.`PROF_NUM` WHERE `t1`.`EMP_LNAME` = 'Graztevski'
What is the code of the school where the accounting department belongs to?,SELECT `school_code` FROM `DEPARTMENT` WHERE `dept_name` = 'Accounting'
What is the school code of the accounting department?,SELECT `school_code` FROM `DEPARTMENT` WHERE `dept_name` = 'Accounting'
